"Answer__c","ArticleNumber","ArticleMasterLanguage","Content_Category__c","Description__c","FirstPublishedDate","Language","LargeLanguageModel","LastPublishedDate","PublishStatus","RecordTypeId","Summary","Title","ValidationStatus","Owner.RecordTypeId","Owner.Title"
"","000001332","en_US","Reuters.com","<p><span style=""font-family: arial, helvetica, sans-serif;font-size: 16px;"">This knowledge article provides guidance on handling requests for information regarding events, including registration deadlines, entry fees, and the event program. It ensures consistent and accurate responses to inquiries.</span></p>","2025-03-06T00:38:59.000Z","en_US","","2025-03-06T14:42:28.000Z","Online","0124v000000AZIUAA4","","The Insurer - Events Support","Not Validated","","Support Operations Manager"
"","000001331","en_US","Reuters.com","<p><span style=""font-family: arial, helvetica, sans-serif;font-size: 16px;"">This knowledge article provides a step-by-step troubleshooting guide for resolving issues when a mobile application is not working properly. It covers common problems and can be used for applications like Reuters.com and The Insurer</span><span style=""font-family: arial, helvetica, sans-serif;font-size: 16px;""></span></p>","2025-03-06T00:18:24.000Z","en_US","","2025-03-06T00:18:24.000Z","Online","0124v000000AZIUAA4","","Tech - Basic Mobile App Troubleshooting","Not Validated","","Support Operations Manager"
"","000001330","en_US","Reuters Connect;Reuters.com","<p><span style=""font-family: arial, helvetica, sans-serif;font-size: 16px;"">This knowledge article provides a step-by-step troubleshooting guide for resolving issues when a web portal is not working properly in a browser. It covers common browser-related problems, such as loading failures, login issues, and portal errors.</span></p>
<p><span style=""font-family: arial, helvetica, sans-serif;font-size: 16px;"">The article can be applied to all web portals like Reuters.com, The Insurer, Breaking Views, etc.; it can also be used for internal tools like GPDB, Salesforce, etc.</span></p>","2025-03-06T00:04:28.000Z","en_US","","2025-03-06T00:04:28.000Z","Online","0124v000000AZIUAA4","","Tech - Basic Web Portal Troubleshooting","Not Validated","","Support Operations Manager"
"<span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""font-size: 16px;"">Frontline Support cannot remove the content from legacy so it is escalated to the G3ConsumerDev. Please remember these articles can sync on the website for 15 to 30 minutes.</span></span>","000001280","en_US","Reuters.com","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""line-height: 107%;""><span style=""background: white;""><span style=""color: #181818;"">Article details: This document provides the steps to hide an article whenever we request to “Kill” or hide a story from the Editorial Team.</span></span><br><span style=""color: #181818;""><span style=""background: white;"">In reality, articles are never deleted; they will remain in our database but will not be visible on Reuters.com</span></span><span style=""background: white;""><span style=""color: #181818;"">.</span></span></span><br><br><span style=""line-height: 107%;""><b><span style=""background: white;""><span style=""color: red;"">IMPORTANT</span></span></b></span><br><span style=""line-height: 107%;""><span style=""background: white;""><span style=""color: #181818;"">The editors themselves should be able to accomplish this task, however, it is always beneficial to maintain a regular practice.</span></span></span></span></span><br> ","2024-05-22T16:33:42.000Z","en_US","","2025-01-22T03:03:35.000Z","Online","0124v000000AZIUAA4","","RCOM | [Editorial] Hiding Reuters.com Articles on ARC from Legacy","Not Validated","","Helpdesk Analyst"
"","000001313","en_US","","<p>asfd</p>","2024-12-10T18:39:41.000Z","en_US","","2024-12-10T18:39:41.000Z","Archived","0124v000000AZIUAA4","","asdf","Not Validated","","Technical Lead: Americas"
"","000001262","en_US","","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">The WhatsApp client chat (Reuters Group Chat) is one of the main tools that we use to be in touch with the clients. Actually, it is the most personalized and closest tool to our clients.<br><br><span style=""line-height: 107%;"">Advise: once you receive and inquiry from any specific client, save their phone # so you don’t have to ask them again who they are.</span></span></span>","2023-08-21T19:23:40.000Z","en_US","","2024-10-31T00:03:15.000Z","Online","0124v000000AZIZAA4","","EDITORIAL | WhatsApp Guidelines","Not Validated","","Helpdesk Analyst"
"","000001094","en_US","Reuters.com;Mobile","<p><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""font-size: 11pt;""><span style=""line-height: 107%;"">This document provides the escalation path for cases where we need to report issues for the RCOM Mobile App as well as feedback and feature requests</span></span></span></p>","2021-12-21T16:21:40.000Z","en_US","","2024-10-23T17:38:18.000Z","Online","0124v000000AZIUAA4","","Reuters.com - Mobile App Escalations","Not Validated","","Billing Specialist"
"","000001067","en_US","Reuters.com","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""line-height: 107%;"">In this document, you will find the directions on how to proceed when customers on Reuters.com request to delete their accounts on Reuters.com</span></span></span>","2021-05-04T15:23:24.000Z","en_US","","2024-10-16T17:07:12.000Z","Online","0126g000000OhcbAAC","","RCOM | [Consumer] Deleting Accounts on Reuters.com","Not Validated","","Support Operations Manager"
"","000001085","en_US","WebServices API","<p><span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">The API supports both JSON and NewsML-G2 response formats. It is a business-to-business service and in order to support all customers fairly, we have CORS policies. That means customers cannot on-pass end-user requests directly and must download and host content for their own users. We also enforce a throttling limit of 500 requests per minute (and it is the same for binary files).</span></span><br> </p>","2021-11-07T11:46:58.000Z","en_US","","2024-10-10T20:44:39.000Z","Online","0124v000000AZIUAA4","","API | Web Services API Methods","Not Validated","","Senior Helpdesk Analyst"
"","000001069","en_US","Reuters Connect;Reuters.com","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This article provides the steps to address feedback or correction requests from Individual Consumers of Reuters.com. The most important thing to consider is that the request will come from individual or external customers since they&#39;re about Reuters.com content and can be related to content corrections, content removal, content feedback, content proposals (tips/leads), and even requests to contact to Editors or Journalists.</span></span>","2021-05-13T04:19:44.000Z","en_US","","2024-10-10T20:10:48.000Z","Online","0124v000000AZIZAA4","","RCOM | [Consumer] Editorial Content Requests","Not Validated","","Global Technical Lead, Asia"
"","000001311","en_US","Reuters.com","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This article provides the steps to address press release requests from organizations or individual consumers of Reuters.com. The most important thing to consider is that the requests will come from individual or external customers and are related to the Reuters.com portal.</span></span>","2024-10-10T20:00:58.000Z","en_US","","2024-10-10T20:00:58.000Z","Online","0124v000000AZIZAA4","","RCOM | [Consumer] Press Release Process","Not Validated","","Support Operations Manager"
"","000001290","en_US","Reuters.com","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This knowledge base article provides a comprehensive list of common card decline codes and their meanings, aimed at assisting customers during subscription or payment processes for our services, this information allows you to quickly resolve payment issues and ensure a smooth transaction experience for our customers.</span></span>","2024-08-27T20:23:18.000Z","en_US","","2024-10-10T15:21:19.000Z","Online","0124v000000AZIeAAO","","Billing - Credit cards declined codes","Not Validated","","Support Operations Manager"
"","000001309","en_US","Reuters.com","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">In this document, you&#39;ll find information about the subscription journey for <a href=""http://reuters.com/"" target=""_blank"">Reuters.com</a>. We will use this information to guide customers whenever they request assistance with the subscription journey for Reuters.com.</span></span>","2024-10-04T17:10:23.000Z","en_US","","2024-10-10T14:07:28.000Z","Online","0124v000000AZIUAA4","","RCOM | [Consumer] Subscription Journey for Reuters.com","Not Validated","","Support Operations Manager"
"","000001310","en_US","Mobile","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This document outlines the steps for providing instructions to mobile app users on how to clear app data on their devices.</span></span>","2024-10-03T14:16:22.000Z","en_US","","2024-10-04T17:20:19.000Z","Online","0124v000000AZIUAA4","","RCOM | [Consumer] How to Clear App Data on Mobile Devices","Not Validated","","Service Lead - East"
"","000001296","en_US","Reuters.com","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This document outlines the manual process to update the card information for a customer who is or wants to subscribe to Reuters.com.</span></span>","2024-08-28T01:50:53.000Z","en_US","","2024-09-18T20:55:15.000Z","Online","0124v000000AZIeAAO","","RCOM | [Consumer] Updating Payment Method on Zuora","Not Validated","","Support Operations Manager"
"","000001301","en_US","Reuters.com","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This article provides a step-by-step guide on how to update a customer&#39;s name in our system. Whether it&#39;s correcting a typo or reflecting a legal name change, follow these instructions to ensure the customer&#39;s information is accurately updated across all platforms.</span></span>","2024-09-05T02:29:46.000Z","en_US","","2024-09-18T18:48:55.000Z","Online","0124v000000AZIUAA4","","RCOM | [Consumer] Request to Change Name","Not Validated","","Support Operations Manager"
"","000001306","en_US","Reuters.com","<span style=""font-size: 16px;"">This document provides instructions on how to proceed when a <a href=""http://reuters.com/"" target=""_blank"">Reuters.com</a> customer requests to renew their canceled subscription.</span>","2024-09-17T19:13:20.000Z","en_US","","2024-09-17T19:13:20.000Z","Online","0124v000000AZIeAAO","","RCOM | [Conumer] How to Reactivate Subscription if Suspended","Not Validated","","Support Operations Manager"
"","000001295","en_US","Reuters.com","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This document provides instructions on how to proceed when a <a href=""http://reuters.com/"" target=""_blank"">Reuters.com</a> customer requests to change their subscription type from yearly to 4-weekly or vice-versa. </span></span>","2024-09-16T19:21:05.000Z","en_US","","2024-09-16T19:21:05.000Z","Archived","0124v000000AZIeAAO","","RCOM | [Consumer] Change Subscription Plan on Zuora","Not Validated","","Support Operations Manager"
"","000001304","en_US","Reuters.com","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This document provides instructions on how to proceed when a Reuters.com customer requests to change their subscription renewal date.</span></span>","2024-09-16T19:16:28.000Z","en_US","","2024-09-16T19:16:28.000Z","Online","0124v000000AZIeAAO","","RCOM | [Consumer] Change Subscription Renewal Date​","Not Validated","","Support Operations Manager"
"","000001300","en_US","Reuters.com","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This article outlines the steps required to update a customer&#39;s address on Zuora, Salesforce and ARC which are the main systems to maintain the address for Reuters.com Subscribers and Visitors. Whether it&#39;s due to a relocation or correcting an incorrect entry, these instructions will guide you through the process of ensuring the customer&#39;s address is accurately updated as well as what to do when a customer requests to update their country of residence.</span></span>","2024-09-05T03:02:15.000Z","en_US","","2024-09-11T19:54:13.000Z","Online","0124v000000AZIUAA4","","RCOM | [Consumer] Request to Change Address","Not Validated","","Support Operations Manager"
"","000001065","en_US","Reuters.com","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""line-height: 107%;"">In this document, you will find information about how to proceed when consumer clients have issues with their account verification.</span></span></span><br> ","2021-05-04T15:18:35.000Z","en_US","","2024-09-10T13:22:48.000Z","Online","0124v000000AZIUAA4","","RCOM | [Consumer] Verification Issues for Reuters.com","Not Validated","","Support Operations Manager"
"","000001064","en_US","Reuters.com","<span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""font-size: 11pt;""><span style=""line-height: 107%;""><span style=""background: white;""><span style=""color: #181818;"">This document provides the step-by-step process of how to subscribe and add users manually to our Reuters.com newsletter.</span></span></span></span></span>","2021-04-20T04:27:16.000Z","en_US","","2024-09-09T21:29:35.000Z","Online","0126g000000OhcbAAC","","RCOM | [Consumer] Subscribe Users to Reuters.com Newsletters in Sailthru","Not Validated","","Client Support Executive"
"","000001060","en_US","Reuters.com","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""line-height: 107%;"">In this document, you&#39;ll find information about the registration process for Reuters.com. We will use this information to guide customers whenever they request assistance with the registration for Reuters.com.<br><br><span style=""color: #e74c3c;""><strong>NOTE:</strong></span> we don&#39;t register customers but guide them through the process for registration instead.</span></span></span>","2021-04-11T17:53:49.000Z","en_US","","2024-09-09T21:24:32.000Z","Online","0124v000000AZIUAA4","","RCOM - [Consumer] Registration Process for Reuters.com","Not Validated","","Support Operations Manager"
"","000001291","en_US","Reuters.com","<span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""font-size: 16px;"">This article provides a list of scenarios where Reuters.com customers request changes to their personal information. It serves as a repository for these scenarios, offering guidance on how to complete the changes, instructions on where to escalate issues we cannot address, or links to detailed articles with step-by-step guides when necessary</span></span>","2024-09-05T02:04:06.000Z","en_US","","2024-09-05T02:04:06.000Z","Online","0124v000000AZIUAA4","","RCOM | [Consumer] Requests for Personal Information Changes","Not Validated","","Support Operations Manager"
"","000001274","en_US","Reuters Connect","<span style=""font-size: 11pt;""><span style=""line-height: 107%;""><span style=""font-family: Calibri,sans-serif;""><span style=""font-size: 12.0pt;""><span style=""line-height: 107%;""><span style=""font-family: &quot;Arial&quot;,sans-serif;"">Article Details: This document is a reference for cases where the admin does not know how to allocate points on groups, as frontliners we could guide them on how to allocate points.</span></span></span></span></span></span><br> ","2024-08-29T19:58:38.000Z","en_US","","2024-08-29T19:58:38.000Z","Online","0124v000000AZIUAA4","","RC | How do admin allocate points","Not Validated","","Helpdesk Analyst"
"","000001287","en_US","Reuters.com","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This document outlines the steps for customers to independently manage their newsletter subscriptions through their accounts. It provides a detailed guide for self-servicing subscription preferences, empowering users to control their email notifications effectively.</span></span>","2024-08-27T23:22:28.000Z","en_US","","2024-08-27T23:22:28.000Z","Online","0126g000000OhcbAAC","","RCOM | [Consumer] Account & Settings - Newsletters","Not Validated","","Support Operations Manager"
"","000001288","en_US","Reuters.com","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This document outlines the options that customers of the <a href=""http://reuters.com/"" target=""_blank"">Reuters.com</a> portal can use as a self-service to view and manage their subscriptions.</span></span>","2024-08-27T23:15:52.000Z","en_US","","2024-08-27T23:15:52.000Z","Online","0126g000000OhcbAAC","","RCOM | [Consumer] Account & Settings - My Subscription","Not Validated","","Support Operations Manager"
"","000001286","en_US","Reuters.com","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This document outlines the options that customers of the Reuters.com portal can use as a self-service to view and change their Personal Information.</span></span>","2024-08-27T22:53:07.000Z","en_US","","2024-08-27T22:53:07.000Z","Online","0126g000000OhcbAAC","","RCOM | [Consumer] Account & Settings - My Account","Not Validated","","Support Operations Manager"
"","000001289","en_US","Reuters.com","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This document offers step-by-step instructions for Support to guide our customers on utilizing the Reuters.com Help Center through their account. It guides users on accessing and effectively utilizing support resources available to resolve inquiries and enhance their experience on the platform.</span></span>","2024-08-27T22:52:47.000Z","en_US","","2024-08-27T22:52:47.000Z","Online","0126g000000OhcbAAC","","RCOM | [Consumer] Account & Settings - Help Center","Not Validated","","Support Operations Manager"
"","000001294","en_US","Reuters.com","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This document aims to guide users in locating accounts on Zuora and explains the key sections and relevant information available in the tool to help Support teams assist customers effectively.<br><br>In Zuora, you can find information like Subscription details, plan type, renewal date, next charge amount which will allow you to support our client&#39;s billing questions.</span></span>","2024-08-27T19:29:11.000Z","en_US","","2024-08-27T19:29:11.000Z","Online","0124v000000AZIeAAO","","RCOM | [Consumer] Finding Accounts on Zuora","Not Validated","","Support Operations Manager"
"","000001017","en_US","Content Downloader (RCD);Reuters Connect","<p><span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""line-height: 107%;""><span style=""color: #080707;"">This document provides the guidelines to follow when creating new user accounts in Reuters Connect for Internal Employees.</span><br><br><span style=""color: #e74c3c;""><strong>IMPORTANT:</strong></span><span style=""color: #c0392b;""><strong> </strong></span><span style=""color: #080707;"">for all new user account requests in Reuters Connect for internal employees, a </span></span></span><a href=""https://thomsonreuters.service-now.com/sp?id=sc_cat_item&amp;sys_id=0a373f0787668150efc3da473cbb3521"" target=""_blank""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""line-height: 107%;""><span style=""color: #080707;""><strong>Service Now</strong></span></span></span></a> ticket must be submitted as it <span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""line-height: 107%;""><span style=""color: #080707;"">requires approval from their manager.</span><br><br><strong><span style=""color: #e74c3c;"">EXCEPTION:</span><span style=""color: #080707;""> </span></strong><span style=""color: #080707;"">all TRSSLLC (@trssllc.com) account requests for Reuters Connect that come into Salesforce <strong>MUST</strong> be completed without asking to fill out the SNOW Form. The official process for these clients is to send the request in Salesforce.</span></span></span></span><br> </p>","2020-11-27T18:53:49.000Z","en_US","","2024-08-05T17:16:42.000Z","Online","0124v000000AZIUAA4","","GPDB | Creating Reuters Connect accounts for internal users (TR employees)","Not Validated","","Support Operations Manager"
"","000001122","en_US","Reuters.com","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""line-height: 107%;"">The Reuters.com Booklets are scripts created by Rob Warner to help triage editorial issues related to finding .com content on ARC. This article provides instructions on how to configure the Booklets and how to use them to triage Reuters.com issues reported by editors.</span></span></span>","2023-04-28T09:10:00.000Z","en_US","","2024-08-01T14:47:53.000Z","Online","0124v000000AZIUAA4","","RCOM | Booklets Configuration and Use for Reuters.com Cases","Not Validated","","Support Operations Manager"
"","000001292","en_US","Reuters.com","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This article shows how to find a Reuters.com customer&#39;s account on ARC.</span></span>","2024-08-01T13:30:31.000Z","en_US","","2024-08-01T13:30:31.000Z","Online","0124v000000AZIUAA4","","RCOM | [Consumer] Finding Accounts on ARC","Not Validated","","Support Operations Manager"
"","000001066","en_US","Reuters.com","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">In this document, you will find information about how to proceed when consumer clients request to lock/disable their accounts. We use these steps when the customer initiates the request to disable, or they request to delete their Reuterscom account but they have financial information on their profile and we are bound to keep that information on record.</span></span>","2021-05-04T15:22:05.000Z","en_US","","2024-07-16T17:31:27.000Z","Online","0124v000000AZIUAA4","","RCOM | [Consumer] Disabling Accounts for Reuters.com","Not Validated","","Support Operations Manager"
"","000001079","en_US","Reuters.com","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""line-height: 107%;""><span style=""background: white;""><span style=""color: #181818;"">In this document, you will find information on how to proceed when consumer clients need help requesting a password reset for their Reuters.com access</span></span></span></span></span>","2021-08-13T09:47:14.000Z","en_US","","2024-07-16T16:45:08.000Z","Online","0124v000000AZIUAA4","","RCOM | [Consumer] Password Reset for Reuters.com","Not Validated","","Support Operations Manager"
"<p> </p>

<p> </p>","000001267","en_US","Reuters Connect","<p><span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">Process for when a client is asking to be added to the WhatsApp Reuters chat.</span></span></p>","2023-11-17T17:37:04.000Z","en_US","","2024-05-14T21:54:19.000Z","Online","0124v000000AZIZAA4","","EDITORIAL | Adding Clients to the WhatsApp Reuters chat","Not Validated","","Helpdesk Analyst"
"","000001062","en_US","Reuters.com","<p><span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""background: white;""><span style=""color: black;"">Wider Image is an outstanding photojournalism and storytelling photography that investigates or elaborates on the key news themes. They provide clients with visually compelling enterprise stories that offer a different approach to the biggest issues of the day. </span></span><br><span style=""background: white;""> </span><br>Here is a link to the ‘about’ page on the site:<br><a href=""https://nam02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwiderimage.reuters.com%2Fabout&amp;data=04%7C01%7Ckaren.pastor%40thomsonreuters.com%7C0f15bf5b4715477401d508d903fdd663%7C62ccb8646a1a4b5d8e1c397dec1a8258%7C0%7C0%7C637545211051727898%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C1000&amp;sdata=IVrN%2Fd4f6%2BpWbTGu%2BCrefvfD5YKLDQJj7gGCEUUx6xA%3D&amp;reserved=0"" style=""color: #0563c1;text-decoration: underline;"" target=""_blank"">https://widerimage.reuters.com/about</a></span></span><br><br>The <span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">Wider Image is composed of In-depth visual reports from across the world by Reuters, the world&#39;s largest news agency, and is updated daily with new stories. We have around 600 photographers worldwide. You can access it here: https://widerimage.reuters.com/  <br><br>The product manager of Wider Image is Harold Geslain. The support team receives the requests from WiderImage@thomsonreuters.com.<br><br>This document provides some background on Wider Image and the escalation process for the Support Team. </span></span></p>","2021-04-15T06:08:07.000Z","en_US","","2024-04-18T12:35:04.000Z","Online","0126g000000OhcbAAC","","ESCALATIONS | The Wider Image Feedback and Escalation Process","Not Validated","","Client Support Executive"
"","000001263","en_US","","<span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">The Northam and Latam outlooks is based on the content from the Americas that we will offer to our clients. Only the person in charge of WhatsApp will make these posts. This will included future content that will be posted during the day, as well as live offers and previous content. These are two publications posted separated as:<br>NORTHAM OUTLOOK<br>LATAM OUTLOOK<br>To create them, you will use the live offers + news planner + afternoon meeting (in the afternoon meeting you will hear and confirm the new events some of them are not added to any tools and any move from previous events scheduled)<br>This should be posted max 20 minutes once the Afternoon meeting is concluded.</span></span>","2023-08-21T19:16:57.000Z","en_US","","2024-04-03T21:55:01.000Z","Online","0124v000000AZIZAA4","","EDITORIAL | Northam and Latam Outlooks","Not Validated","","Helpdesk Analyst"
"","000001281","en_US","","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This document presents the guidelines for supporting inquiries about the US Elections 2024.</span></span><br> 
<p><span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">It&#39;s recommendable to get familiar with the current status of the Elections, here are some pages that will help you understand a little bit about the status of this event:</span></span></p>

<ul><li><span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">How the Electoral College Works: <a href=""https://www.youtube.com/watch?v=OUS9mM8Xbbw"" target=""_blank"" title=""https://www.youtube.com/watch?v=ous9mm8xbbw"">https://www.youtube.com/watch?v=OUS9mM8Xbbw</a></span></span></li><li><span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">US Elections coverage page by Reuters: <a href=""https://www.reuters.com/world/us/elections/"" target=""_blank"" title=""https://www.reuters.com/world/us/elections/"">https://www.reuters.com/world/us/elections/</a></span></span></li><li><span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">Elections Results Map by Reuters: <a href=""https://www.reuters.com/graphics/USA-ELECTION/RESULTS/dwvkdgzdqpm/"" target=""_blank"" title=""https://www.reuters.com/graphics/usa-election/results/dwvkdgzdqpm/"">https://www.reuters.com/graphics/USA-ELECTION/RESULTS/dwvkdgzdqpm/</a></span></span></li><li><span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">Primary election results by Reuters: <a href=""https://www.reuters.com/graphics/USA-ELECTION/PRIMARIES/gkplxymmwpb/"" target=""_blank"" title=""https://www.reuters.com/graphics/usa-election/primaries/gkplxymmwpb/"">https://www.reuters.com/graphics/USA-ELECTION/PRIMARIES/gkplxymmwpb/</a></span></span></li></ul>","2024-03-21T14:42:02.000Z","en_US","","2024-03-21T14:42:02.000Z","Online","0124v000000AZIUAA4","","ELECTIONS | Support and Escalation Process","Not Validated","","Support Operations Manager"
"","000001276","en_US","Other","<p><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""font-size: 16px;"">This document advises on what to do with client&#39;s posts and personal picture, video or message shared by mistake in the Editorial Reuters WhatsApp chat.</span></span><br> </p>","2024-03-20T19:02:13.000Z","en_US","","2024-03-20T19:13:47.000Z","Online","0124v000000AZIZAA4","","EDITORIAL | What to do when a Client Posts a personal messages by mistake (non work related posts) on WhatsApp","Not Validated","","Helpdesk Analyst"
"","000001278","en_US","Other","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This document will show how to manage incidents in regards to categorization and documentation for Imagen cases in Salesforce.</span></span>","2024-03-08T14:42:01.000Z","en_US","","2024-03-08T14:42:01.000Z","Archived","0124v000000AZIUAA4","","IMAGEN | SF Incident Management","Not Validated","","Support Operations Manager"
"","000001277","en_US","Reuters.com","<span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""line-height: 107%;"">This document provides the steps to follow when individual consumers report that they are not receiving emails about marketing newsletters.</span></span></span>","2024-03-07T16:38:36.000Z","en_US","","2024-03-07T16:38:36.000Z","Online","0124v000000AZIUAA4","","RCOM | [Consumer] Customers not Receiving Newsletter Emails","Not Validated","","Helpdesk Analyst"
"","000001275","en_US","Reuters.com","<p><span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""line-height: 107%;""><span style=""line-height: 107%;"">This document is a reference where internal clients refer to issues with Editorial tools on ServiceNow (SNOW).</span></span></span></span></p>","2024-03-07T16:33:04.000Z","en_US","","2024-03-07T16:33:04.000Z","Online","0124v000000AZIUAA4","","SNOW | Escalation for Editorial Tools","Not Validated","","Helpdesk Analyst"
"","000001101","en_US","Other","<span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""font-size: 11pt;""><span style=""line-height: 107%;""><span style=""font-size: 12.0pt;""><span style=""line-height: 107%;""><span style=""color: #080707;"">As part of the frontline duties, we will receive requests for support from customers who purchased Reuters Events tickets. This document outlines the contact details for Reuters Events and the escalation process for these cases.</span></span></span></span></span></span>","2022-03-23T20:50:01.000Z","en_US","","2024-02-27T08:59:44.000Z","Online","0124v000000AZIUAA4","","ESCALATIONS | Reuters Events Escalations","Not Validated","","Helpdesk Analyst"
"","000001264","en_US","Reuters Connect","<p><span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">The Daily Diary Email should be created and sent on a daily basis around 12:00am and 1:00am GMT to all of the following and using the subject line as follows :</span></span></p>

<p><span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">Example of Subject: Diary for Thursday (February 8, 2024)</span></span><br> </p>

<p><span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><img alt=""image.png"" src=""https://reuters.file.force.com/servlet/rtaImage?eid=ka04v000000t4jp&amp;feoid=00N6g00000UQp67&amp;refid=0EM4v000006i3DD"" style=""width: 474px;height: 178px;""></img><br><strong>TO:</strong></span></span></p>

<ul><li><span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><em>Intake editors, Output editors, DNO, Live coordinator, MC, Night editors, Night producer, Planning editors, Live planner, Planning producer</em> (no planning on weekends), <em>TV News, Helpdesk people and WhatsApp people</em> (you can get all of these from the Staff email for that day sent to the TV News shared Mailbox).</span></span></li><li><span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><em>Sarah Mills</em> and <em>Mike Davidson</em></span></span></li></ul>

<p><span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><strong>CC:</strong></span></span></p>

<ul><li><strong><em><span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">GLOBAL TV DIARY</span></span></em></strong></li></ul>","2023-08-21T19:25:07.000Z","en_US","","2024-02-08T00:18:30.000Z","Online","0124v000000AZIZAA4","","EDITORIAL | Creating The Daily Diary","Not Validated","","Helpdesk Analyst"
"<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">It is to manually mark content in Reuters Connect to be retrieved on WNE.</span></span>","000001270","en_US","Reuters Connect","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This document will guide you on how to work on Push to WNE issues and request.</span></span>","2024-02-03T22:00:16.000Z","en_US","","2024-02-03T22:00:16.000Z","Online","0124v000000AZIUAA4","","RC | Push to WNE button work around","Not Validated","","Helpdesk Analyst"
